filename,transaction_loop,line_no,sha256_hash,entity_identifier_code,entity_type_qualifier,subscriber_last_name,subscriber_first_name,subscriber_middle_name_or_initial,identification_code_qualifier,subscriber_primary_identifier,subscriber_address_line,subscriber_address_line,subscriber_city_name,subscriber_state_code,subscriber_postal_zone_or_zip_code,location_identifier,date_time_period_format_qualifier,subscriber_birth_date,subscriber_gender_code,reference_identification_qualifier,subscriber_supplemental_identifier,subscriber_name_suffix
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,448,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Bryant,Jessica,L,MI,9029428553,"3672 York Heights Suite 035
Michellehaven, CO 42946","3672 York Heights Suite 035
Michellehaven, CO 42946",Rogerside,AA,43611,98,D8,1962-08-25,F,,,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,481,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Brown,Leah,Q,MI,54744181034,"Unit 5947 Box 2338
DPO AE 74526","Unit 5947 Box 2338
DPO AE 74526",North Brittneyhaven,AE,70352,,,1937-06-12,,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,536,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Palmer,Donna,Q,MI,6418188195,"308 Christopher Manor Apt. 411
Vernonfort, FL 93928","308 Christopher Manor Apt. 411
Vernonfort, FL 93928",East Amberburgh,AE,91953,98,D8,1912-09-18,M,,,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,579,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Cox,Amber,,MI,36082804668,"6315 Santos Plaza
Fisherport, NY 75625","6315 Santos Plaza
Fisherport, NY 75625",New Meghan,AP,08359,98,D8,1954-05-28,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,608,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Rodriguez,Kristen,,MI,73879380808,"18534 Robin Fork Suite 568
East Mark, MA 32519","18534 Robin Fork Suite 568
East Mark, MA 32519",Bowenfurt,AA,95307,98,D8,1970-09-06,F,SY,277245565,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,649,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Lee,Stephen,L,MI,72840104550,"45075 Kevin Trail
South Ashley, TN 72326","45075 Kevin Trail
South Ashley, TN 72326",Gonzalezhaven,AP,88163,98,D8,1908-05-23,M,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,688,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Edwards,Jason,,MI,30057604469,"303 Brown Ports
Christineton, LA 24811","303 Brown Ports
Christineton, LA 24811",North Crystal,AA,91618,98,D8,1978-10-10,M,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,752,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Webb,Isaac,P,MI,56069980939,"252 Michele Knoll Suite 767
Williamborough, WY 32624","252 Michele Knoll Suite 767
Williamborough, WY 32624",Hammondchester,AE,06748,,,1911-09-19,,SY,613905939,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,824,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Mitchell,Molly,M,MI,67040440719,"7862 Stanley Lakes Suite 466
South Andrewville, TX 44234","7862 Stanley Lakes Suite 466
South Andrewville, TX 44234",Jaystad,AE,32591,98,D8,1942-11-16,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1180,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Rodriguez,Lisa,Q,MI,97009181469,"017 Ronald Island
New Cynthia, MD 46503","017 Ronald Island
New Cynthia, MD 46503",South Anthony,AA,04187,98,D8,1975-04-07,M,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1202,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Conley,Tonya,L,MI,75629073424,"07361 Ashley Ports Suite 464
Lake Tammyfort, SC 41483","07361 Ashley Ports Suite 464
Lake Tammyfort, SC 41483",Port Christopherfurt,AP,77813,,,1922-04-25,,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1239,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Le,Bill,Q,MI,55638341244,"2842 Sean Hill
East Dustintown, DC 67611","2842 Sean Hill
East Dustintown, DC 67611",Davidside,AP,51153,98,D8,1947-12-05,F,,,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1265,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Vargas,Randy,L,MI,19897741775,"60753 Laura Island Apt. 354
Lake Jared, NM 60365","60753 Laura Island Apt. 354
Lake Jared, NM 60365",Josephstad,AE,09527,,,1918-05-26,,SY,871243186,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1293,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Craig,Lisa,Q,MI,74711150225,"376 Daniel Union
Scottshire, NJ 45596","376 Daniel Union
Scottshire, NJ 45596",East Shirleyhaven,AE,22361,,,1956-07-22,,,,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1327,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Torres,Elizabeth,Q,MI,17548806742,"0323 Timothy Port
Lake Megan, IN 72856","0323 Timothy Port
Lake Megan, IN 72856",Lake Amy,AA,93883,98,D8,1960-08-14,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1363,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Reed,Rachel,M,MI,74630943771,"49555 Berry Stravenue Apt. 768
Johnathanview, MO 08638","49555 Berry Stravenue Apt. 768
Johnathanview, MO 08638",Hicksshire,AP,18022,98,D8,1932-02-01,M,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1417,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Salazar,Alyssa,,MI,75656303840,"986 Porter Island
Markview, FL 84548","986 Porter Island
Markview, FL 84548",New Jeffrey,AP,09099,,,1912-02-12,,SY,058438165,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1444,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Nelson,Gregory,M,MI,20573165351,"2074 Vaughn Tunnel
Mejiachester, CT 83953","2074 Vaughn Tunnel
Mejiachester, CT 83953",South Kristamouth,AA,03541,98,D8,1970-11-16,F,,,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1484,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Gonzalez,Casey,P,MI,94615425591,"3852 Marie Crossing
Colehaven, DC 40069","3852 Marie Crossing
Colehaven, DC 40069",Lake Michelle,AE,97124,98,D8,1977-05-01,F,SY,090283431,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1791,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Wolfe,Patricia,M,MI,77109584389,"990 Mcdaniel Brooks
Lake Masonfurt, NC 60516","990 Mcdaniel Brooks
Lake Masonfurt, NC 60516",Luisland,AA,31850,98,D8,1973-01-11,M,SY,562028951,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1814,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Cannon,Matthew,P,MI,23643875934,"Unit 5598 Box 0541
DPO AA 05980","Unit 5598 Box 0541
DPO AA 05980",New Michael,AE,22156,98,D8,1947-07-27,M,SY,982781789,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1882,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Alexander,Laurie,Q,MI,93715709321,"0234 Daniel Hill
East Tinabury, NH 87870","0234 Daniel Hill
East Tinabury, NH 87870",Pattyhaven,AA,24510,98,D8,1935-01-14,M,,,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1916,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Hill,Jennifer,P,MI,89935308043,"83679 Ryan Unions
Bethanyberg, WV 70499","83679 Ryan Unions
Bethanyberg, WV 70499",South Paulfort,AA,18367,98,D8,1956-10-03,F,,,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1957,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Gibson,Erin,P,MI,50716297309,"17682 Crystal Meadows
New Erikborough, AK 00946","17682 Crystal Meadows
New Erikborough, AK 00946",North Christian,AA,26293,98,D8,1935-11-11,F,SY,245858312,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,1985,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Dixon,Regina,L,MI,98797255868,"24974 Barber Walk
Chenside, VA 38287","24974 Barber Walk
Chenside, VA 38287",Barnettchester,AP,50302,98,D8,1945-02-21,F,SY,209277473,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2017,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Hill,Joshua,M,MI,34178077642,"49581 Andrea Rest
South Sandra, AR 96875","49581 Andrea Rest
South Sandra, AR 96875",Wilsonmouth,AE,96137,98,D8,1923-10-15,F,SY,381951882,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2099,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Simmons,Kimberly,M,MI,68476677389,"382 Chad Unions Suite 049
Williamshaven, LA 55099","382 Chad Unions Suite 049
Williamshaven, LA 55099",New Matthew,AE,33140,98,D8,1913-01-16,F,SY,766848713,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2130,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Mcdaniel,Sarah,L,MI,87563853667,"915 Tom Turnpike
Stephenfort, PA 05445","915 Tom Turnpike
Stephenfort, PA 05445",Joneschester,AP,87513,,,1924-12-09,,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2164,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Bailey,Kevin,,MI,64054172727,"68550 Huber Inlet
North Craigberg, MT 78101","68550 Huber Inlet
North Craigberg, MT 78101",New Michelle,AP,16980,98,D8,1903-12-16,M,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2227,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Bell,Matthew,,MI,46237721302,"826 Hull Court Suite 574
Alexandraland, IL 31871","826 Hull Court Suite 574
Alexandraland, IL 31871",Laurenfort,AA,76206,98,D8,1935-10-04,M,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2300,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Allen,James,,MI,45239159750,"1124 Murphy Forks Apt. 295
Stephentown, DC 40038","1124 Murphy Forks Apt. 295
Stephentown, DC 40038",Lauraton,AP,85657,98,D8,1970-01-03,M,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2333,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Wang,Amanda,,MI,49942180988,"381 Johnson Squares Apt. 915
Lake Andrew, CA 40763","381 Johnson Squares Apt. 915
Lake Andrew, CA 40763",North Stevenfurt,AA,75084,98,D8,1905-09-19,M,SY,359933572,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2361,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Kelly,Anthony,P,MI,16012115943,"72289 Derek Green Suite 965
New Patricia, AK 17923","72289 Derek Green Suite 965
New Patricia, AK 17923",East Marcia,AP,21742,98,D8,1917-08-10,F,SY,429075948,PhD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2401,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Johnson,Anthony,Q,MI,38651322248,"22726 Owens Green Suite 531
Kelseyland, WY 70041","22726 Owens Green Suite 531
Kelseyland, WY 70041",North Judithstad,AP,30859,98,D8,1915-01-10,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2447,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Leonard,Thomas,,MI,37907141549,"27716 Moore Oval
New Randy, FL 34988","27716 Moore Oval
New Randy, FL 34988",South Jamesstad,AA,87668,98,D8,1975-02-18,F,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2503,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Norman,Michael,,MI,31145723665,"PSC 5095, Box 9223
APO AE 14587","PSC 5095, Box 9223
APO AE 14587",Lake Clifford,AP,01510,,,1917-07-27,,SY,736112935,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2532,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Anderson,Teresa,,MI,79052634262,"Unit 4934 Box 0266
DPO AA 59650","Unit 4934 Box 0266
DPO AA 59650",Lake Jillian,AP,80780,98,D8,1971-10-16,M,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2605,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Anderson,Robert,,MI,36484889283,"135 Michael Station
Higginsbury, LA 11955","135 Michael Station
Higginsbury, LA 11955",Courtneybury,AE,38736,98,D8,1941-12-03,F,SY,743051774,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2659,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Edwards,Jeremy,Q,MI,73788246780,"756 Gordon Grove Suite 797
Nicoleside, OK 54345","756 Gordon Grove Suite 797
Nicoleside, OK 54345",Lisaborough,AA,92632,98,D8,1956-05-10,F,,,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2693,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Cobb,Jennifer,M,MI,1669275487,"403 Johnson Plains
Lake Meghanshire, IN 62081","403 Johnson Plains
Lake Meghanshire, IN 62081",Malonefurt,AE,82518,98,D8,1919-02-17,M,SY,232710257,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2745,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Mills,Jennifer,P,MI,5843322444,"529 Wheeler Plains Suite 896
Lake Elizabethhaven, OH 79941","529 Wheeler Plains Suite 896
Lake Elizabethhaven, OH 79941",East Joshua,AA,95517,98,D8,1918-05-06,M,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2789,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Ruiz,Laura,L,MI,46399421999,"0998 Olson Pass Suite 887
Geoffreystad, WY 67617","0998 Olson Pass Suite 887
Geoffreystad, WY 67617",South Jessicaton,AE,43048,98,D8,1958-09-12,F,SY,335553207,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2813,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Robinson,Lisa,P,MI,13671154311,"18513 Andre Ways
Catherineland, MI 51955","18513 Andre Ways
Catherineland, MI 51955",East Katherinefurt,AP,01139,98,D8,1927-08-06,M,SY,105327416,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2839,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Jensen,Sandra,,MI,13313839980,"PSC 1065, Box 9107
APO AE 57253","PSC 1065, Box 9107
APO AE 57253",New Sarah,AP,99721,98,D8,1952-04-20,M,,,II
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2875,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Paul,Deborah,,MI,9060854045,"2392 Tate Brooks Suite 931
Port Rachel, NM 38598","2392 Tate Brooks Suite 931
Port Rachel, NM 38598",South Bobby,AP,43240,98,D8,1921-06-09,F,SY,423124984,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2904,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Benitez,Mark,L,MI,83489293636,"216 Young Point Suite 018
Lake Matthewfurt, UT 52879","216 Young Point Suite 018
Lake Matthewfurt, UT 52879",Lake Paulton,AP,77817,,,1919-12-03,,,,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2941,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Jackson,Susan,,MI,79334346142,"80439 Williams Pike
Dayshire, CA 71101","80439 Williams Pike
Dayshire, CA 71101",Marytown,AE,08998,98,D8,1960-10-20,M,SY,626472070,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,2965,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Rice,Douglas,M,MI,47997352638,"94500 Crystal Common Suite 364
Jacksonstad, HI 51745","94500 Crystal Common Suite 364
Jacksonstad, HI 51745",East Ryan,AP,31599,98,D8,1941-08-28,F,SY,118021007,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3021,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Jenkins,Jonathan,L,MI,7230993527,"0702 Perry Freeway
Brandonstad, WV 50487","0702 Perry Freeway
Brandonstad, WV 50487",East Aaron,AE,07166,98,D8,1924-04-22,F,SY,857193390,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3088,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Carpenter,Rachel,,MI,28720759318,"6284 Black Mount
Diazside, MN 37450","6284 Black Mount
Diazside, MN 37450",West Michael,AP,97216,98,D8,1961-01-12,F,,,DDS
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3137,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Sanchez,Amanda,L,MI,10571904684,"980 Richard Oval Apt. 532
Kelseyside, CO 07125","980 Richard Oval Apt. 532
Kelseyside, CO 07125",Lake Christopher,AE,86858,98,D8,1938-08-26,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3218,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Wells,Michael,P,MI,37804067467,"348 David Mountain Suite 498
New Lisaborough, TX 45132","348 David Mountain Suite 498
New Lisaborough, TX 45132",West Susan,AA,31794,,,1926-11-24,,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3252,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Butler,Lisa,,MI,47722589948,"4959 Regina Pike Suite 941
West Stephanie, NM 92457","4959 Regina Pike Suite 941
West Stephanie, NM 92457",North Sarah,AE,42395,,,1922-12-26,,SY,760060946,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3279,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Jensen,Christopher,,MI,57056499786,"6584 Diaz Glens Apt. 558
Smithtown, SD 40903","6584 Diaz Glens Apt. 558
Smithtown, SD 40903",Anthonyberg,AP,08376,98,D8,1922-12-21,F,SY,705716486,II
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3304,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Greer,Sarah,P,MI,10809728822,"842 Anita Harbors Apt. 382
North Amandachester, MA 15359","842 Anita Harbors Apt. 382
North Amandachester, MA 15359",Lake Thomas,AE,72867,98,D8,1941-01-24,M,SY,052640280,DVM
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3329,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Crosby,David,,MI,81345198468,"163 Tony Haven Apt. 810
North Jenniferport, HI 33564","163 Tony Haven Apt. 810
North Jenniferport, HI 33564",West Elijah,AE,38295,,,1976-12-13,,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3363,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Perry,Kevin,,MI,14139198550,"0362 Rhodes Mountains
Kingside, OH 01115","0362 Rhodes Mountains
Kingside, OH 01115",East Justinmouth,AE,65339,98,D8,1965-12-10,F,,,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3409,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Davenport,Michael,Q,MI,7286908017,"0052 Lauren Road
New Rachelview, VA 02393","0052 Lauren Road
New Rachelview, VA 02393",East Barbara,AE,08086,98,D8,1921-09-28,F,SY,069558603,Jr.
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3434,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Leach,Tammy,,MI,24058815306,"9029 Torres Vista Suite 919
West Christopher, DC 23551","9029 Torres Vista Suite 919
West Christopher, DC 23551",New Jasonburgh,AE,29737,98,D8,1974-01-03,F,SY,735858411,MD
DEIDENT_INTHB0837I_286230_10160249.txt,2010BA,3462,c58efc3e78ef86cdbe7fddddbf7f32f25f597676fe6a2a5239ab8bb7cc80e55b,IL,1,Miller,Randy,,MI,12306625477,"43188 Meyer Plains
North Hailey, VT 51966","43188 Meyer Plains
North Hailey, VT 51966",South Kayla,AA,39624,98,D8,1930-03-01,F,,,DDS
